symbol,asset_id,event_time,price_usd,open_price_usd,min_price_usd_24h,max_price_usd_24h,volume_24h,market_cap_usd,change_pct_24h
ADA,cardano,2024-01-06T01:40:00Z,60433.999878,60605.688758,56167.378337,62349.585114,4012364303.583,1720520075484.446,-21.0586
DOGE,dogecoin,2024-01-04T23:33:00Z,32660.447345,33666.152092,32000.316826,35709.999055,3332393537.287,1750045297296.66,-23.8018
LTC,litecoin,2024-01-06T11:47:00Z,30597.098804,31279.679416,30544.103028,33492.662967,679386291.203,1037852273448.083,-20.3704
LINK,chainlink,2024-01-05T19:24:00Z,63004.875242,61019.669654,57378.960528,64797.624165,4563100455.081,194045933624.748,7.8782
ETH,ethereum,2024-01-06T01:52:00Z,62800.09879,66866.692624,62129.433875,69107.908356,545124029.157,591714777256.233,5.7866
DOGE,dogecoin,2024-01-07T14:20:00Z,24360.914907,22416.198838,22292.80199,24440.416811,1107357584.225,1653881160640.332,-7.8896
ADA,cardano,2024-01-04T16:12:00Z,45177.34894,45139.977892,40130.274015,45834.110423,3057812858.632,1158986622062.85,10.7815
ADA,cardano,2024-01-01T14:00:00Z,2679.090928,2590.097828,2800.186678,2673.593775,167275838.682,1663279786140.046,-3.1784
DOGE,dogecoin,2024-01-04T07:10:00Z,25084.240741,23829.144008,23787.909325,26519.348928,1695244782.052,151890428480.627,-15.5753
DOT,polkadot,2024-01-07T12:54:00Z,46935.66833,50030.396313,46310.80018,52380.973184,1116380374.358,5728785879.71,-13.7273
AAVE,aave,2024-01-02T08:55:00Z,32614.932225,31675.732695,30957.975792,33731.299599,2000693270.808,965554374763.849,-9.662
DOT,polkadot,2024-01-02T11:51:00Z,28965.616858,28028.294181,28610.346675,30347.727379,1606072160.782,1102127195626.909,-18.7478
AAVE,aave,2024-01-06T20:05:00Z,88319.659479,89820.904538,86311.04366,93234.579016,2028604446.738,85329693691.854,-18.1862
LTC,litecoin,2024-01-05T12:16:00Z,39784.330519,40923.286228,38745.212159,41120.264574,2324584693.858,906358554812.105,18.3322
DOT,polkadot,2024-01-01T08:10:00Z,37195.663893,37568.298516,35728.70923,39438.829989,90862292.985,1225590891884.038,-12.5571
DOT,polkadot,2024-01-04T06:14:00Z,1802.668545,1866.280156,1751.767666,1850.917981,4290494898.87,597262289947.13,20.7534
BTC,bitcoin,2024-01-06T05:29:00Z,85159.21706,88313.123168,82745.659331,88702.235222,569955997.466,952901871872.482,-17.4381
XRP,ripple,2024-01-05T06:53:00Z,3247.530725,3254.247294,3024.312512,3366.409207,1929100375.466,308228235138.185,-22.5832
XRP,ripple,2024-01-03T09:40:00Z,31579.545659,33527.757787,31302.013414,33754.273387,3516405699.704,1964278112752.799,21.4109
ETH,ethereum,2024-01-02T01:59:00Z,57870.458933,59725.239291,57423.426003,62332.006595,4387638339.497,1993578001079.953,-10.0568
DOT,polkadot,2024-01-06T06:36:00Z,57140.551454,56607.650056,55573.865218,62173.05378,355357776.146,1066439834741.672,-7.037
XRP,ripple,2024-01-03T11:26:00Z,82415.801278,84569.807234,79426.951551,88994.343973,1552508438.347,1416840777268.596,-20.6558
SOL,solana,2024-01-06T23:58:00Z,24849.368796,25752.976683,24119.417202,25413.264479,1300822196.872,551192889013.038,18.6973
DOT,polkadot,2024-01-04T17:14:00Z,71430.343639,74772.085778,68983.977585,77566.034403,4531540602.8,929879431491.536,1.662
ETH,ethereum,2024-01-03T15:31:00Z,26456.83584,25548.721992,25467.094243,28414.795792,895795436.019,1456360566328.606,-8.3824
ETH,ethereum,,53390.984777,54470.449429,50921.282341,54246.281409,3638957642.997,728700866926.893,-7.7679
XRP,ripple,2024-01-01T06:57:00Z,,26689.470823,24336.167449,27491.532557,910995679.213,1676294687450.229,-8.903
DOGE,dogecoin,2024-01-07T01:09:00Z,51830.372187,50901.346811,48186.639724,52283.588305,4951257182.546,843132648530.003,-5.3934
SOL,solana,2024-01-03T19:49:00Z,72420.141375,69113.614203,69212.270862,75660.563816,433544734.206,1345364252723.533,7.7552
DOT,polkadot,2024-01-03T03:42:00Z,52567.822558,52110.600651,47707.679243,52757.809025,1948873158.962,782158335860.749,-21.1035
LINK,chainlink,2024-01-02T21:06:00Z,31932.228141,32569.453079,31124.423431,33842.778814,566289438.206,128611281527.34,23.7016
AAVE,aave,2024-01-03T05:20:00Z,38745.077546,39549.166425,36437.405778,39164.253929,2353448679.072,74483046304.677,5.5665
LTC,litecoin,2024-01-02T02:17:00Z,10710.515143,10106.237528,10377.859204,10857.01415,4514656551.338,854372415404.004,-14.0198
ADA,cardano,2024-01-05T17:17:00Z,47461.84673,50451.28715,47047.319019,51347.517136,4782324676.871,6381213177.64,3.6174
BTC,bitcoin,2024-01-02T12:53:00Z,87269.705127,85072.354857,82497.375329,90818.592382,1615514729.236,429272195845.918,17.5271
ETH,ethereum,2024-01-02T06:25:00Z,70449.674906,76034.625122,68772.430333,78893.219976,1767804021.008,695856773265.848,-0.2566
SOL,solana,2024-01-05T00:09:00Z,54438.352422,53576.364798,52806.782029,55754.514258,4073074209.085,68311326105.454,-12.8669
BTC,bitcoin,2024-01-05T18:46:00Z,50798.324458,53739.922032,49919.226099,53752.068463,2302542259.676,733137759031.875,-24.2409
SOL,solana,2024-01-03T19:00:00Z,22856.853253,22827.046407,21561.307975,24104.146414,671407456.583,824697735018.043,-0.0143
ADA,cardano,2024-01-06T11:57:00Z,36142.510202,38558.986456,35947.883146,39038.085201,3750074188.657,677876691612.631,1.3189
XRP,ripple,2024-01-01T06:25:00Z,"12,34",192.90992,183.264522,202.548134,1917392722.239,1155075755852.98,22.5137
,aave,2024-01-01T01:39:00Z,43746.602107,43530.466184,39674.567159,44585.641409,1578374977.519,1219440480010.332,2.7726
SOL,solana,2024-01-02T09:35:00Z,63713.88425,62635.466827,60125.59048,65992.852158,1422456660.001,774732552078.185,8.2235
AAVE,aave,2024-01-05T22:14:00Z,14381.089296,14105.516623,13556.570485,15194.536327,2443848745.454,1197915194460.319,-18.8051
ADA,cardano,2024-01-01T22:19:00Z,28282.324296,26821.946894,25597.752734,28822.051403,3504711535.298,1147769498244.656,19.3854
XRP,ripple,2024-01-04T13:09:00Z,57826.86331,56395.364683,56313.821739,60463.758793,4812850175.554,1063880578437.004,17.066
LINK,chainlink,2024-01-05T20:38:00Z,1674.885489,1574.839402,1525.668167,1689.997484,1573227117.96,381222274085.948,18.3307
,bitcoin,2024-01-01T02:33:00Z,54062.070252,54311.977733,48711.195305,55697.402842,1795683190.152,1917864484156.842,18.5649
ADA,cardano,2024-01-03T08:51:00Z,81300.538004,81125.271916,79909.96908,88648.574472,3652181773.28,1034730318778.464,3.5876
AAVE,aave,2024-01-05T00:02:00Z,7133.018122,7435.641713,7108.982809,7799.100466,4155242279.419,498825053300.139,6.1178
ETH,ethereum,2024-01-05T12:41:00Z,71620.422695,69692.168382,66159.39226,73272.974449,4392584147.439,1508797746972.96,-16.4764
ADA,cardano,2024-01-03T00:01:00Z,16121.059571,15798.312176,15055.534056,16617.347391,3312859319.388,1705715337134.432,15.085
DOT,polkadot,2024-01-03T01:54:00Z,59418.527218,60070.477823,58103.371378,60821.32687,3831554424.968,773393046170.379,1.6485
ADA,cardano,2024-01-02T23:56:00Z,16169.21262,16231.723731,15955.245522,16792.024672,1512517045.177,690337164487.547,-1.1484
LINK,chainlink,2024-01-05T09:25:00Z,81742.377074,80753.875025,73631.627869,83593.608991,1342625820.471,1112601838800.545,2.0472
DOGE,dogecoin,2024-01-01T21:20:00Z,42290.446667,42806.8518,42225.36709,44558.596997,4789564778.618,-682449.2250077497,19.2481
AAVE,aave,2024-01-07T13:12:00Z,25683.960557,23799.091422,23879.211292,25828.098417,121817506.573,1613120756350.852,13.1214
BTC,bitcoin,2024-01-03T21:10:00Z,62412.224419,61846.564931,61777.988814,66280.730161,745718853.79,951049942155.541,21.4383
,cardano,2024-01-01T01:50:00Z,5898.677345,6398.304763,5892.624318,6770.719959,327890148.772,788623244256.512,-15.3159
XRP,ripple,2024-01-02T16:29:00Z,15802.968353,15996.775994,15216.651592,16856.043387,4084034939.18,733847050143.842,-18.1897
BTC,bitcoin,2024-01-07T09:33:00Z,44757.385468,44883.578559,43396.617662,46884.737429,1451000102.411,741117913759.72,7.6875
ADA,cardano,2024-01-05T10:31:00Z,9662.314147,10368.600607,9557.776848,10059.873428,3816129459.232,1817552020816.975,-13.6865
LINK,chainlink,2024-01-03T20:46:00Z,37087.077626,36504.626945,37025.817863,39155.326587,413594549.004,1961255374443.896,-15.8544
AAVE,aave,2024-01-05T11:47:00Z,39060.804371,38762.958859,38925.996648,41546.794043,2767817142.672,112874626976.649,21.0067
ADA,cardano,2024-01-06T06:23:00Z,2882.611622,2830.707276,2759.509713,2897.332741,2521830015.345,499284239967.345,-18.0433
LTC,litecoin,2024-01-05T11:21:00Z,26033.999654,26413.83724,24758.855025,28039.242267,3276087089.167,1776979974389.578,-7.6223
LTC,litecoin,2024-01-04T02:01:00Z,69506.98928,65008.397314,62465.990998,69623.791818,2033849587.366,236557923148.353,-5.5208
AAVE,aave,2024-01-05T00:49:00Z,21880.323834,21175.086257,20917.692073,22036.199218,1281542382.601,543606334937.478,-0.3084
LTC,litecoin,2024/01/01,22692.174477,22749.659549,20872.945326,22833.509764,449730778.442,387172659693.04,-19.2591
SOL,solana,2024-01-06T14:48:00Z,81144.740719,79737.292312,78959.594581,85744.316788,3718284107.809,1792444328628.656,16.7324
BTC,bitcoin,2024-01-04T11:18:00Z,56007.424218,52145.995552,50498.559821,57655.269644,3949439055.425,1729397647397.915,6.5578
ETH,ethereum,2024-01-06T03:07:00Z,76419.169185,73367.965675,73539.054983,81764.916915,1905153239.867,1422562914305.261,9.1261
DOT,polkadot,2024-01-04T10:55:00Z,42507.918512,43320.923005,40449.346625,44142.623074,1749013239.672,184840065222.282,5.1671
SOL,solana,2024-01-04T00:43:00Z,77717.405976,75716.899469,77313.248335,82778.435018,4506940924.318,1364058223224.122,-12.5646
DOGE,dogecoin,2024-01-06T22:37:00Z,19260.820598,18496.719069,17607.962698,19533.852752,3440343452.432,381389230160.397,3.8123
DOGE,dogecoin,2024-01-03T01:06:00Z,58299.817864,58896.323322,54444.050763,58670.909832,4657484606.733,708860577235.035,-7.1039
AAVE,aave,2024-01-03T01:47:00Z,8221.990334,8770.978828,8074.728567,8589.686432,841018333.738,1145117152904.62,-4.4155
,dogecoin,2024-01-01T00:40:00Z,91303.062069,96966.342558,89463.681591,97304.896441,3954151099.604,104070439754.802,10.7772
DOGE,dogecoin,2024-01-02T17:11:00Z,47498.092096,47148.53271,45143.672121,49207.147549,1033658960.072,1476456724237.566,-1.4141
DOT,polkadot,2024-01-01T11:16:00Z,87918.77699,91038.629147,87159.173347,100702.737562,2440028537.821,948526109887.531,13.922
BTC,bitcoin,2024-01-02T16:11:00Z,16609.936283,17096.896138,15415.030188,17783.883333,2405853335.134,140060850275.186,-20.103
ADA,cardano,2024-01-02T06:20:00Z,6865.324677,6635.658672,6481.753904,6904.534758,3830427662.813,1487704681877.499,23.3521
XRP,ripple,2024-01-02T02:41:00Z,45291.70673,43958.408667,42494.109562,47036.237318,3562445173.122,1655145803325.929,-23.796
ADA,cardano,2024-01-05T02:43:00Z,93622.801134,94243.122521,88096.296012,93699.171071,4246108971.066,1687721342244.007,21.1721
SOL,solana,2024-01-07T05:10:00Z,60563.749285,61039.740823,56267.67106,61692.598372,1912135658.511,1706729727599.048,12.4788
XRP,ripple,2024-01-01T18:01:00Z,62623.448739,63195.847155,57588.78356,63016.021625,-94632.89602729291,766593285589.522,-1.4504
ADA,cardano,2024-01-02T09:47:00Z,34036.067598,33018.231625,33303.171423,36766.26849,2264003468.823,170416267015.909,-19.6735
BTC,bitcoin,2024-01-07T12:08:00Z,67673.50413,70915.273706,66337.74446,73237.958246,1411585135.117,1569292280798.77,2.8612
DOGE,dogecoin,2024-01-03T17:36:00Z,24302.351939,22859.466947,22516.756971,24367.93131,1449107655.731,1706834161136.982,23.4526
DOT,polkadot,2024-01-01T07:55:00Z,29046.762034,28901.416869,27581.63151,29064.300837,3687830374.347,1934804911379.705,-0.2447
SOL,solana,2024-01-07T16:06:00Z,71465.557513,75686.664067,70607.95173,75446.530546,3474516961.489,1405413794671.376,17.5613
DOT,polkadot,2024-01-04T16:10:00Z,5234.205701,5799.966988,5225.481959,5799.934627,4177016160.786,215203900337.642,-2.5786
ADA,cardano,2024-01-01T15:28:00Z,40587.029833,41867.680261,37374.945877,43145.665205,4372737918.937,289132303370.329,18.5208
ADA,cardano,2024-01-06T04:17:00Z,39198.104278,37311.006603,36084.428594,39655.684162,4806630086.089,1432205171031.501,2.3569
ADA,cardano,2024-01-04T23:16:00Z,63599.541062,61346.391875,57556.30745,63944.167916,588937916.807,1119448827553.909,21.7279
ETH,ethereum,2024-01-01T22:54:00Z,37865.157900000006,22662.528729,22973.087956,25243.4386,1562837281.117,1769039285436.148,13.3833
BTC,bitcoin,2024-01-04T14:59:00Z,9986.27718,10262.269383,9345.470132,10308.887729,1261545751.565,1490117675119.519,-12.1681
,ripple,2024-01-01T02:01:00Z,7044.464371,6691.697146,6936.235657,7388.902869,985518938.706,603332634533.719,-15.4767
ETH,ethereum,2024-01-07T12:20:00Z,57126.251091,62016.443392,57072.04888,63704.886959,1333097766.473,863294584346.456,-22.0937
AAVE,aave,2024-01-07T19:32:00Z,89325.146455,85156.226645,83789.950625,96405.952883,3162994524.851,663202064457.362,-3.0463
XRP,ripple,2024-01-01T15:06:00Z,65178.567515,64924.827923,61033.883673,65953.615249,3770863561.996,868601248836.759,-0.0274
ETH,ethereum,2024-01-03T01:14:00Z,37495.730302,36352.106292,34717.393947,37650.37166,2731668237.666,1858879539853.98,-24.1574
LTC,litecoin,2024-01-03T07:39:00Z,22241.164055,22121.422691,22011.240535,23989.912534,3209045380.13,1927923949341.626,7.3354
LINK,chainlink,2024-01-03T12:46:00Z,84326.509545,82587.735423,78916.503648,84375.866623,297133259.755,1449792702610.944,-20.426
ADA,cardano,2024-01-04T14:32:00Z,94834.00414,96842.367318,90261.055689,97020.37488,646072669.248,1447371979548.257,-13.4252
SOL,solana,2024-01-07T03:11:00Z,41307.063154,39863.704942,40315.464473,41789.311075,3993348666.459,1881331013486.438,4.6792
ETH,ethereum,2024-01-01T03:15:00Z,52595.675299,50946.763768,47599.843469,53427.464875,1107465284.796,584484465477.077,15.6834
DOGE,dogecoin,2024-01-03T10:13:00Z,26568.332452,25594.247751,23474.44515,27197.023338,430647656.055,1609311978289.194,17.4371
ETH,ethereum,2024-01-05T21:25:00Z,52173.903287,53446.414185,51462.440345,58969.857726,2378379380.734,470238430371.345,-19.6944
SOL,solana,2024-01-05T02:09:00Z,23656.710276,22025.26438,22398.969978,23942.071707,161203057.719,397369827459.753,-20.0438
LTC,litecoin,2024-01-07T09:21:00Z,84360.779797,92684.143302,83711.641329,93804.879108,2969376710.604,1084790027916.975,-5.9706
DOT,polkadot,2024-01-02T12:50:00Z,57407.802179,55747.315693,52082.729015,59397.519897,1845848891.814,1966029187338.683,13.4091
ETH,ethereum,2024-01-03T06:58:00Z,4596.629438,4082.263701,4151.804193,4603.801875,4348235618.515,1139037699275.321,21.2541
DOT,polkadot,2024-01-01T14:49:00Z,83462.930243,87436.204181,89839.234114,80886.063593,1468488900.38,21201985880.252,-15.5491
BTC,bitcoin,2024-01-01T13:08:00Z,36781.602741,37757.203395,37344.684271,34030.204747,1657883059.848,1144965255537.378,-0.203
LTC,litecoin,2024-01-03T16:52:00Z,34020.43216,34146.490075,31374.309204,35311.616444,2070273836.558,1019111849602.462,0.2083
DOGE,dogecoin,2024-01-05T01:33:00Z,88928.303018,85646.770069,81103.081727,91313.657909,872986066.806,633191957302.14,13.2279
ADA,cardano,2024-01-01T07:11:00Z,86002.978181,83805.831206,80497.861132,89385.82765,941674558.331,128945261785.66,-1.0611
DOT,polkadot,2024-01-01T17:47:00Z,75809.455446,71985.394834,72032.314676,76188.744164,-79664.75427538998,236219515254.233,-0.0308
XRP,ripple,2024-01-07T09:08:00Z,10820.413162,10368.073053,10269.138052,10928.468262,675490268.33,1146857911180.704,8.3006
AAVE,aave,2024-01-01T07:59:00Z,16438.178014,14753.620179,14479.805219,16471.489019,3102360145.622,467385361492.754,-7.8897
ADA,cardano,2024-01-05T00:04:00Z,4536.993629,4841.526945,4448.687151,4739.919722,1527264808.936,1642400376279.271,-20.714
ADA,cardano,2024-01-06T04:47:00Z,53489.048305,54612.252166,53365.171947,56145.13834,2809637100.069,684780680258.394,-15.3949
ADA,cardano,2024-01-07T00:06:00Z,83328.249199,86683.755226,80369.873506,92809.251812,2578576802.482,1106895261383.524,-1.5062
ETH,ethereum,2024-01-05T22:27:00Z,75828.033736,80206.451261,73570.07679,84723.296414,3689485388.912,259716588160.46,-14.5535
SOL,solana,2024-01-06T20:48:00Z,85500.976186,95280.913626,85023.287636,98097.463907,3186095507.455,549981616659.116,23.0781
LINK,chainlink,2024-01-05T01:51:00Z,21092.049555,20040.960419,18621.550675,21831.065434,3205569432.923,1806933646821.695,17.0537
ADA,cardano,2024-01-05T23:27:00Z,6372.644495,6514.425426,6334.894261,6613.779373,2257565013.864,1286482511487.166,16.6527
LTC,litecoin,2024-01-05T02:04:00Z,46701.696632,48809.432143,43230.465466,49790.545587,4471425846.222,80857038817.351,4.8341
LTC,litecoin,2024-01-05T11:08:00Z,78994.267568,82255.622377,78606.985618,85708.122648,1376225972.57,82098681735.003,-1.1025
LINK,chainlink,2024-01-03T02:36:00Z,35682.819287,36166.288821,35179.689154,38803.016026,1981145520.887,1983702167164.699,6.7554
DOT,polkadot,2024-01-04T06:40:00Z,35381.75057,35737.801459,33863.404245,35970.863564,4306813506.42,637091487526.023,11.1393
BTC,bitcoin,2024-01-05T12:52:00Z,77774.822074,82809.841537,74481.356982,81770.021754,2413884625.218,1052720353872.912,-4.5152
ETH,ethereum,2024-01-02T03:06:00Z,82433.312037,84920.445353,80566.553905,87724.34114,1387547021.166,1667378069121.531,-12.9606
XRP,ripple,2024-01-02T12:18:00Z,6204.54338,5932.060516,5888.503536,6341.603443,3725089528.611,404306973821.788,-17.983
ADA,cardano,2024-01-06T10:18:00Z,3696.22829,3761.566007,3617.93864,4202.202981,2389163622.334,218091535857.776,-23.6554
ETH,ethereum,2024-01-02T22:04:00Z,80881.364167,79423.838288,78076.988251,87705.860356,4431753086.951,1525860417434.211,22.7997
BTC,bitcoin,2024-01-07T11:41:00Z,11559.031119,11555.068482,10548.436275,11730.376362,4892543017.594,13652453476.422,20.7143
LTC,litecoin,2024-01-05T03:22:00Z,10532.26212,10504.944125,9735.503105,11278.499382,2967732906.32,445380077035.15,-12.7464
XRP,ripple,2024-01-05T18:26:00Z,74190.866894,74493.988325,70591.25029,78322.829504,748824467.485,504641968521.61,-14.9198
SOL,solana,2024-01-03T15:39:00Z,40436.754219,41801.155957,40058.82166,42958.108153,4437660081.446,1572569783788.313,17.8885
SOL,solana,2024-01-07T16:04:00Z,84166.486744,85880.386096,83274.004101,86579.139405,3865404289.912,1560304361833.28,13.9166
SOL,solana,2024-01-03T20:16:00Z,23160.67425,23871.494619,21587.911453,24493.506303,1843575770.119,281270280708.61,-14.2625
ETH,ethereum,2024-01-05T20:35:00Z,36799.068085,36863.584716,34382.527742,37161.417451,4591942694.345,1382419064647.663,9.8455
SOL,solana,2024-01-03T22:45:00Z,60673.317531,62435.89506,59242.124025,64765.1154,3606930521.617,405934895714.827,19.5503
XRP,ripple,2024-01-04T06:22:00Z,26874.758916,28987.037574,26713.182898,30746.860661,1275055748.876,1832962120758.115,17.1885
AAVE,aave,2024-01-04T00:26:00Z,74723.204889,70555.163494,67969.682834,76015.307838,452596763.546,121024746151.135,19.1593
SOL,solana,2024-01-02T02:54:00Z,11389.71278,10743.614258,10664.768154,11777.803747,3016089442.097,988081630672.766,12.142
LTC,litecoin,2024-01-06T06:55:00Z,70514.61675,68786.651945,67017.627746,73104.308349,2168277213.613,1004227141692.161,7.9239
ADA,cardano,2024-01-04T01:25:00Z,3545.055136,3481.871834,3351.722986,3665.409404,3749661081.03,1082161643716.104,-17.0134
LTC,litecoin,2024-01-06T18:52:00Z,78435.78967,79359.489003,76783.767095,81918.97454,4196216211.303,527067485379.16,6.1707
DOGE,dogecoin,2024-01-03T06:35:00Z,93829.842264,89283.321082,84367.561074,94059.719203,3071707429.057,1130901536160.306,-23.6941
LTC,litecoin,2024-01-02T23:22:00Z,33744.805022,34820.711574,33049.58665,34095.885398,3608494959.546,1772361782831.389,-4.6615
XRP,ripple,2024-01-05T03:20:00Z,86392.158864,83745.126656,83992.89871,87007.546162,3017149316.573,925788860722.257,-3.107
SOL,solana,2024-01-02T06:53:00Z,35138.679097,35537.160088,33467.905058,36907.617123,669593666.89,1112999065430.052,15.1072
LINK,chainlink,2024-01-06T06:22:00Z,1303.892343,1293.181873,1248.893495,1343.664135,28040489.143,1472334457101.895,-7.9038
BTC,bitcoin,2024-01-06T09:56:00Z,82721.60255,80962.624272,78930.473823,86630.737335,738264649.03,490387266185.388,-19.9992
ADA,cardano,2024-01-06T05:12:00Z,54327.927737,52278.219904,52803.648757,55785.697988,3481853835.498,829596299592.803,14.0509
LTC,litecoin,2024-01-01T03:42:00Z,78828.60123,84985.149247,77023.186747,88122.116931,3697811413.179,345491103595.293,7.256
LINK,chainlink,2024-01-07T11:04:00Z,96493.459562,94814.442052,92042.985649,98086.00334,738202458.401,249005209155.73,10.7126
XRP,ripple,2024-01-04T22:55:00Z,22892.554158,23582.44249,22246.24954,23611.752046,2875125481.891,1333595784833.581,-18.1327
DOGE,dogecoin,2024-01-06T23:50:00Z,17084.615128,16814.824679,16864.105424,17966.616708,2547138467.623,496526069293.985,18.4206
LINK,chainlink,2024-01-04T17:12:00Z,23718.419172,24888.290802,23398.661721,26564.008808,3395287344.093,619081165686.197,-11.9858
DOT,polkadot,2024-01-06T06:05:00Z,28877.257006,30392.361426,27330.827275,30307.374917,1637097687.539,1571332832654.421,-13.9638
XRP,ripple,2024-01-04T17:07:00Z,26367.23054,26067.304803,24606.048001,26986.62205,690668120.184,1049321819317.273,17.8014
ETH,ethereum,2024-01-06T19:23:00Z,77256.567892,79658.077843,76157.262174,86405.127496,75004200.981,511097797869.139,-5.7555
DOGE,dogecoin,2024-01-02T08:20:00Z,36738.150267,35550.940097,34990.955417,37444.101242,727349162.709,1267164564874.875,-5.0708
AAVE,aave,2024-01-04T09:36:00Z,10637.332944,9606.208405,9714.476487,10667.949227,1260654538.707,1151898375364.232,-8.5885
LTC,litecoin,2024-01-02T21:08:00Z,25402.126732,26444.418118,24202.107163,26561.362336,4765671428.128,1665356377523.022,7.8946
LINK,chainlink,2024-01-05T13:10:00Z,13498.988919,13884.857728,12922.078724,14133.425824,2073706644.834,100717279093.393,-22.6463
SOL,solana,2024-01-04T12:03:00Z,61401.00396,60210.130255,58164.446589,63058.923168,4115512061.141,835875144901.525,14.1666
ETH,ethereum,2024-01-02T23:23:00Z,23651.80491,23756.858546,22534.321361,24064.673297,1236908457.479,267630418868.02,18.1183
LTC,litecoin,2024-01-07T16:57:00Z,84057.171164,81029.989548,79181.087716,84931.350622,2328095066.006,132264650387.651,-4.3498
XRP,ripple,2024-01-03T21:15:00Z,1007.321166,1034.868316,934.878074,1024.03358,1157558010.894,1222380730155.567,22.8128
DOT,polkadot,2024-01-04T16:30:00Z,59461.024527,60073.170839,54729.910328,61579.01487,4873248629.523,139247631957.384,-19.7231
LTC,litecoin,2024-01-04T12:24:00Z,54653.669809,53440.451836,50194.183081,55079.744149,3397939560.221,1132220860284.328,8.5018
XRP,ripple,2024-01-05T17:02:00Z,30100.663709,28841.444052,28007.479464,30661.990505,196646597.769,1844355283738.597,5.5125
BTC,bitcoin,2024-01-05T02:15:00Z,75591.491255,71570.913783,68916.590395,79858.232142,178542291.373,1358143926842.84,-0.8763
SOL,solana,2024-01-03T01:25:00Z,79354.678808,78087.755887,78276.196217,83341.584275,2414210976.654,435805244686.825,-14.6591
LTC,litecoin,2024-01-04T16:43:00Z,96744.971429,96924.434087,89571.330531,97574.295141,1843634819.771,1536080606205.234,7.2924
DOT,polkadot,2024-01-04T02:06:00Z,56219.366273,54805.368425,53759.451956,59887.649207,775805536.242,1035342429222.355,-24.0142
ETH,ethereum,2024-01-07T11:12:00Z,76503.749842,72669.900414,72679.015704,77174.539806,3007533449.704,706615309722.792,0.7257
BTC,bitcoin,2024-01-01T03:53:00Z,65543.374164,70098.17831,62468.29104,69679.271472,4393690492.442,368776182841.35,-20.7658
XRP,ripple,2024-01-05T20:42:00Z,79107.23635,79724.098234,78540.108124,89166.282922,613857920.79,1344009992965.742,-21.243
DOT,polkadot,2024-01-03T09:33:00Z,66967.329656,64390.023212,61740.198081,70617.174974,1025124543.768,1422482048274.284,-18.2575
LINK,chainlink,2024-01-04T14:03:00Z,18056.455056,18177.309529,16560.053833,18737.555549,3532268432.142,1964163395789.54,7.3024
AAVE,aave,2024-01-03T10:49:00Z,22589.935973,22291.066213,21017.170778,23648.915396,4838068255.844,1230890431731.702,-18.7657
ETH,ethereum,2024-01-03T08:07:00Z,69243.49452,69631.288196,64082.576833,71342.421946,2251158952.393,1160343078097.523,9.6562
ETH,ethereum,2024-01-04T10:21:00Z,45884.521028,45327.670618,45414.897619,47175.122259,1694342056.473,1558728878195.154,14.8612
ETH,ethereum,2024-01-05T04:54:00Z,73572.3161,74999.148502,72954.622938,83999.845537,424884843.565,87657841068.03,-20.5874
BTC,bitcoin,2024-01-05T22:06:00Z,56423.411648,53427.015648,51980.571623,56501.680841,3032068656.273,124970350155.821,0.5708
XRP,ripple,2024-01-06T06:10:00Z,87363.15761,90252.009704,84415.64823,91995.251347,4003380847.927,151438418423.413,-21.4454
LTC,litecoin,2024-01-04T07:04:00Z,80678.986811,77163.732575,73398.040745,84099.760315,3142325890.922,811858391726.849,13.867
DOGE,dogecoin,2024-01-03T08:53:00Z,64938.928008,66718.42911,63745.928295,67878.310902,1941822966.484,1771890216611.665,-0.6092
LTC,litecoin,2024-01-07T11:15:00Z,80347.074447,80833.127235,77380.051535,85258.456801,1970988408.4,1643978155079.021,-15.2271
ETH,ethereum,,72848.832615,75980.852257,70480.576515,75091.849084,1360378757.668,1468756517300.61,1.8242
ETH,ethereum,2024-01-06T23:47:00Z,32458.528323,32132.834979,29891.108104,34354.397885,3832467980.952,1642978438187.427,1.4742
XRP,ripple,2024-01-06T01:39:00Z,13725.612968,13710.18531,13626.759481,14484.067914,125416606.396,235989261802.349,5.5243
XRP,ripple,2024-01-06T05:57:00Z,77967.394242,74770.235846,73227.028141,81975.726653,4259125420.441,1926578915028.942,-12.5682
DOGE,dogecoin,2024-01-06T05:39:00Z,94814.467994,93917.160592,88897.970007,100148.590044,3856860403.088,1523775909319.107,-10.2022
ADA,cardano,2024-01-07T06:53:00Z,37402.847555,37235.449424,37001.970361,37833.009493,2588308004.72,1805014035546.446,6.768
LTC,litecoin,2024-01-06T20:06:00Z,78649.063686,74382.247615,72740.891928,80978.840497,4485252634.186,954818335504.353,-19.4262
LTC,litecoin,2024-01-01T17:59:00Z,79219.47276,82228.563817,77068.041519,86383.053817,-62962.64350111729,151662396280.719,-7.7495
ETH,ethereum,2024-01-07T04:34:00Z,10968.236359,11256.978583,10316.977434,11284.992005,3229133976.461,1348475646985.584,-12.1938
ADA,cardano,2024-01-03T01:18:00Z,34922.538797,34493.636865,33351.693367,37491.692232,1884358011.387,1922760175432.094,-22.5005
AAVE,aave,2024-01-05T14:26:00Z,79198.305663,78669.951085,76639.841725,82531.637288,55339365.241,12851471706.447,8.8366
DOGE,dogecoin,2024-01-03T10:10:00Z,50766.402778,52845.775538,49447.1882,53967.375137,1288173176.486,1990915363779.568,-4.2346
